id,tail,head
64185,28035,18304
64186,18306,18305
64187,26121,18305
64188,18307,18306
64189,26109,18306
64190,18308,18307
64191,26082,18307
64192,18309,18308
64193,26114,18308
64194,26096,18309
64195,18311,18310
64196,18754,18311
64197,18312,18311
64198,18313,18312
64199,19102,18312
64200,18315,18312
64201,26105,18313
64202,18315,18314
64203,18316,18315
64204,18317,18316
64205,18514,18316
64206,18633,18317
64207,18513,18317
64208,18318,18317
64209,18632,18318
64210,18319,18318
64211,26080,18319
64212,18323,18320
64213,18322,18321
64214,18324,18321
64215,18323,18322
64216,18326,18322
64217,18325,18323
64218,18330,18324
64219,18325,18324
64220,18327,18325
64221,18334,18328
64222,18331,18330
64223,18346,18332
64224,18349,18332
64225,18334,18333
64226,18349,18333
64227,18347,18333
64228,18335,18334
64229,18336,18335
64230,18348,18335
64231,18359,18336
64232,18338,18337
64233,18356,18338
64234,18357,18338
64235,18386,18338
64236,18340,18339
64237,18356,18340
64238,18342,18340
64239,18342,18341
64240,18355,18342
64241,18344,18343
64242,18345,18344
64243,18348,18345
64244,18347,18346
64245,18349,18346
64246,18348,18347
64247,18351,18350
64248,18392,18351
64249,18352,18351
64250,26475,18352
64251,18353,18352
64252,18377,18353
64253,18354,18353
64254,27557,18355
64255,27556,18356
64256,18358,18357
64257,26118,18358
64258,18359,18358
64259,18362,18361
64260,18371,18361
64261,18370,18361
64262,26464,18362
64263,18376,18362
64264,18366,18365
64265,21054,18365
64266,21055,18365
64267,21054,18366
64268,26481,18366
64269,26463,18367
64270,26462,18367
64271,18368,18367
64272,18369,18368
64273,26447,18368
64274,18370,18369
64275,18372,18369
64276,18376,18370
64277,18384,18371
64278,18373,18371
64279,18373,18372
64280,18374,18372
64281,26440,18374
64282,18376,18375
64283,18379,18378
64284,18381,18380
64285,18382,18381
64286,26449,18381
64287,18383,18382
64288,26450,18382
64289,18384,18383
64290,18385,18383
64291,26445,18384
64292,27554,18386
64293,18388,18387
64294,18389,18388
64295,26126,18388
64296,18391,18390
64297,26126,18391
64298,18394,18393
64299,18395,18393
64300,18400,18393
64301,26099,18394
64302,18396,18394
64303,18405,18394
64304,18396,18395
64305,18404,18396
64306,18398,18397
64307,18400,18398
64308,18399,18398
64309,18402,18399
64310,26099,18399
64311,18405,18399
64312,18405,18400
64313,18402,18401
64314,18406,18402
64315,18404,18403
64316,26073,18403
64317,26112,18404
64318,26128,18406
64319,18407,18406
64320,26124,18407
64321,18425,18408
64322,18409,18408
64323,18410,18409
64324,18424,18409
64325,18411,18410
64326,18412,18410
64327,18411,18410
64328,18414,18411
64329,18415,18411
64330,18415,18412
64331,18414,18413
64332,18426,18413
64333,18417,18413
64334,18416,18414
64335,18416,18415
64336,18417,18416
64337,18419,18418
64338,18420,18419
64339,18421,18420
64340,18459,18421
64341,18422,18421
64342,18423,18422
64343,18459,18423
64344,18426,18424
64345,18425,18424
64346,27883,18425
64347,18460,18426
64348,18428,18427
64349,18429,18427
64350,18441,18427
64351,18436,18428
64352,18430,18428
64353,18430,18429
64354,18440,18429
64355,18431,18430
64356,18432,18430
64357,18444,18432
64358,18436,18433
64359,18434,18433
64360,18435,18434
64361,18447,18434
64362,18447,18436
64363,18451,18437
64364,18438,18437
64365,18439,18438
64366,18456,18438
64367,18445,18439
64368,18440,18439
64369,18446,18439
64370,18444,18440
64371,18442,18441
64372,18459,18441
64373,18447,18441
64374,18444,18443
64375,18448,18447
64376,19823,18448
64377,18450,18449
64378,18457,18450
64379,18453,18452
64380,18454,18452
64381,18455,18453
64382,18460,18455
64383,18460,18455
64384,18458,18457
64385,18462,18461
64386,18470,18462
64387,18464,18462
64388,18464,18463
64389,18466,18464
64390,18466,18465
64391,18467,18466
64392,18468,18467
64393,18476,18467
64394,18485,18469
64395,18470,18469
64396,18471,18470
64397,18472,18471
64398,18473,18471
64399,18475,18474
64400,18488,18477
64401,18478,18477
64402,18479,18477
64403,18480,18479
64404,18481,18479
64405,18482,18481
64406,18483,18481
64407,18484,18483
64408,18485,18483
64409,27961,18485
64410,18487,18486
64411,18510,18486
64412,18511,18486
64413,27950,18487
64414,18488,18487
64415,18511,18488
64416,18490,18489
64417,18505,18490
64418,18506,18490
64419,18491,18490
64420,18493,18491
64421,18506,18491
64422,18493,18492
64423,18506,18493
64424,18507,18493
64425,18495,18494
64426,27948,18495
64427,18496,18495
64428,18498,18497
64429,28025,18498
64430,18499,18498
64431,18505,18499
64432,18500,18499
64433,18504,18499
64434,18510,18500
64435,27950,18500
64436,18502,18501
64437,18512,18501
64438,18503,18502
64439,27962,18502
64440,18504,18503
64441,27969,18503
64442,18510,18504
64443,27951,18505
64444,27950,18505
64445,18508,18507
64446,28026,18507
64447,28027,18507
64448,18509,18508
64449,27961,18508
64450,27957,18509
64451,27958,18509
64452,27960,18511
64453,18514,18513
64454,26111,18514
64455,18517,18516
64456,18518,18517
64457,26230,18517
64458,18521,18518
64459,18523,18518
64460,18521,18520
64461,18522,18521
64462,18525,18524
64463,18526,18525
64464,18539,18525
64465,18528,18527
64466,26376,18527
64467,18537,18527
64468,18529,18528
64469,18530,18528
64470,18531,18530
64471,18535,18533
64472,18534,18533
64473,26424,18533
64474,26323,18534
64475,18536,18535
64476,18539,18535
64477,18541,18536
64478,18537,18536
64479,18538,18537
64480,26323,18537
64481,18540,18539
64482,26415,18542
64483,18543,18542
64484,26414,18542
64485,26167,18543
64486,18544,18543
64487,18547,18544
64488,26424,18544
64489,26391,18545
64490,18547,18546
64491,26424,18547
64492,18548,18547
64493,26225,18548
64494,18549,18548
64495,26244,18549
64496,18550,18549
64497,26218,18552
64498,18553,18552
64499,18554,18553
64500,26310,18553
64501,18555,18554
64502,26169,18554
64503,18556,18555
64504,18561,18555
64505,18557,18556
64506,26338,18556
64507,18559,18558
64508,19406,18558
64509,19398,18558
64510,19429,18558
64511,18560,18559
64512,19398,18559
64513,19399,18560
64514,26275,18561
64515,26286,18561
64516,18563,18562
64517,26269,18563
64518,26169,18563
64519,18564,18563
64520,18566,18565
64521,18567,18566
64522,26170,18566
64523,18568,18567
64524,26487,18567
64525,26167,18568
64526,26168,18568
64527,18570,18569
64528,19397,18569
64529,18572,18571
64530,18573,18572
64531,18598,18572
64532,18574,18573
64533,26268,18573
64534,18575,18574
64535,18582,18574
64536,18576,18575
64537,18588,18575
64538,18577,18576
64539,18578,18577
64540,18579,18578
64541,18580,18579
64542,26222,18579
64543,26137,18580
64544,18581,18580
64545,26267,18581
64546,18582,18581
64547,18583,18582
64548,18584,18583
64549,26288,18583
64550,18585,18584
64551,26268,18584
64552,26367,18584
64553,18586,18585
64554,26360,18585
64555,26360,18586
64556,26260,18587
64557,26261,18587
64558,18597,18588
64559,18606,18589
64560,18595,18589
64561,18591,18590
64562,18593,18590
64563,18595,18590
64564,18592,18591
64565,18607,18591
64566,18607,18593
64567,18594,18593
64568,26211,18594
64569,18597,18596
64570,18598,18597
64571,18600,18599
64572,18601,18600
64573,26390,18600
64574,18602,18601
64575,26281,18601
64576,26284,18602
64577,18604,18603
64578,18608,18607
64579,26252,18608
64580,18610,18609
64581,26508,18610
64582,18612,18611
64583,26486,18612
64584,18613,18612
64585,18615,18614
64586,26271,18615
64587,18616,18615
64588,18618,18617
64589,18626,18618
64590,18628,18618
64591,18620,18619
64592,18621,18620
64593,18634,18620
64594,18622,18621
64595,18624,18623
64596,18625,18623
64597,18629,18627
64598,18628,18627
64599,18630,18627
64600,18631,18628
64601,18643,18635
64602,18636,18635
64603,18638,18635
64604,18644,18636
64605,18639,18636
64606,18637,18636
64607,18640,18637
64608,18644,18637
64609,18639,18638
64610,18640,18639
64611,18642,18640
64612,18642,18641
64613,18644,18643
64614,27906,18647
64615,27907,18647
64616,18649,18648
64617,24616,18649
64618,18650,18649
64619,18652,18651
64620,18654,18652
64621,18653,18652
64622,18656,18655
64623,24277,18657
64624,18658,18657
64625,18661,18660
64626,18677,18660
64627,18694,18660
64628,18678,18661
64629,18685,18661
64630,18694,18662
64631,18678,18663
64632,18679,18663
64633,18664,18663
64634,18677,18665
64635,18693,18665
64636,18666,18665
64637,19737,18666
64638,18667,18666
64639,18668,18667
64640,19740,18667
64641,18669,18668
64642,19737,18668
64643,18670,18669
64644,19741,18669
64645,19742,18669
64646,18671,18670
64647,24285,18670
64648,18672,18671
64649,24268,18671
64650,24255,18672
64651,18673,18672
64652,24255,18673
64653,18674,18673
64654,18675,18674
64655,24286,18674
64656,24286,18675
64657,18676,18675
64658,24360,18676
64659,24310,18676
64660,18678,18677
64661,18684,18679
64662,18680,18679
64663,18683,18680
64664,18681,18680
64665,18682,18680
64666,19760,18681
64667,19734,18683
64668,19735,18683
64669,19733,18684
64670,19734,18684
64671,19733,18685
64672,18687,18686
64673,18688,18687
64674,18715,18687
64675,18707,18688
64676,18691,18688
64677,18690,18689
64678,24315,18689
64679,24324,18689
64680,24323,18689
64681,18717,18690
64682,18691,18690
64683,18716,18690
64684,18692,18691
64685,18728,18692
64686,18717,18692
64687,19737,18694
64688,18696,18695
64689,18730,18695
64690,18732,18695
64691,18697,18696
64692,18701,18696
64693,24244,18696
64694,18698,18697
64695,24243,18697
64696,18699,18698
64697,18706,18700
64698,18701,18700
64699,18732,18700
64700,18702,18701
64701,18707,18701
64702,18704,18703
64703,18729,18704
64704,18705,18704
64705,24298,18704
64706,18706,18705
64707,18732,18705
64708,18707,18706
64709,18708,18707
64710,24264,18709
64711,18710,18709
64712,18711,18710
64713,24274,18710
64714,24246,18711
64715,18712,18711
64716,24297,18712
64717,18713,18712
64718,18714,18713
64719,24330,18713
64720,24331,18713
64721,24341,18714
64722,18715,18714
64723,24238,18714
64724,18716,18715
64725,24227,18716
64726,19774,18717
64727,18719,18718
64728,19772,18718
64729,24203,18719
64730,18720,18719
64731,24199,18720
64732,18721,18720
64733,18743,18721
64734,24199,18721
64735,18722,18721
64736,24256,18722
64737,18723,18722
64738,18724,18723
64739,24237,18723
64740,18725,18724
64741,18744,18724
64742,18726,18725
64743,24229,18725
64744,18727,18726
64745,24164,18727
64746,18729,18728
64747,19772,18728
64748,18731,18730
64749,18731,18730
64750,28039,18731
64751,18734,18733
64752,20855,18733
64753,24353,18734
64754,18735,18734
64755,18736,18735
64756,24303,18736
64757,18737,18736
64758,24351,18736
64759,24294,18737
64760,18738,18737
64761,19722,18738
64762,19721,18738
64763,18739,18738
64764,19764,18739
64765,19776,18740
64766,18741,18740
64767,18747,18740
64768,18746,18741
64769,18742,18741
64770,18743,18742
64771,18744,18742
64772,24168,18743
64773,18745,18744
64774,18746,18745
64775,18747,18746
64776,18749,18748
64777,18753,18749
64778,18750,18749
64779,18752,18751
64780,26075,18752
64781,18753,18752
64782,26074,18753
64783,19102,18754
64784,26111,18754
64785,18765,18758
64786,18766,18758
64787,18759,18758
64788,18762,18761
64789,18764,18763
64790,18773,18765
64791,26072,18766
64792,18768,18767
64793,28018,18769
64794,28022,18770
64795,18772,18771
64796,28022,18772
64797,18773,18772
64798,28017,18773
64799,18775,18774
64800,26100,18774
64801,26086,18774
64802,18779,18775
64803,18776,18775
64804,26101,18776
64805,18778,18777
64806,26129,18778
64807,18779,18778
64808,26125,18779
64809,18782,18781
64810,19699,18785
64811,18790,18789
64812,18802,18800
64813,18811,18800
64814,18801,18800
64815,18804,18801
64816,26643,18801
64817,18803,18802
64818,18805,18802
64819,18804,18803
64820,18805,18803
64821,18806,18805
64822,26648,18806
64823,18810,18806
64824,18807,18806
64825,18809,18807
64826,18809,18808
64827,18810,18808
64828,18810,18809
64829,26643,18811
64830,18816,18815
64831,27852,18818
64832,18819,18818
64833,18820,18819
64834,19848,18820
64835,18829,18828
64836,18834,18831
64837,18833,18831
64838,23955,18834
64839,23960,18834
64840,18838,18837
64841,18843,18842
64842,18845,18844
64843,18848,18844
64844,18846,18845
64845,18853,18849
64846,27348,18849
64847,18850,18849
64848,27747,18850
64849,18902,18850
64850,28224,18851
64851,28225,18851
64852,18852,18851
64853,18855,18852
64854,18853,18852
64855,18855,18854
64856,28222,18854
64857,28223,18854
64858,18856,18855
64859,28235,18856
64860,18857,18856
64861,28221,18858
64862,28222,18858
64863,18859,18858
64864,18882,18860
64865,18861,18860
64866,18863,18862
64867,18864,18863
64868,18865,18864
64869,18904,18866
64870,19079,18866
64871,18869,18867
64872,19072,18867
64873,18903,18868
64874,18904,18868
64875,18870,18869
64876,18893,18869
64877,18871,18870
64878,19064,18870
64879,18872,18871
64880,19064,18871
64881,19057,18872
64882,19097,18873
64883,18889,18873
64884,18875,18874
64885,19097,18874
64886,18876,18875
64887,19086,18875
64888,19095,18875
64889,18877,18876
64890,19088,18876
64891,24424,18876
64892,18887,18877
64893,19089,18877
64894,18879,18878
64895,24429,18878
64896,24429,18880
64897,18881,18880
64898,18883,18882
64899,27248,18882
64900,18884,18883
64901,19096,18883
64902,19095,18884
64903,18885,18884
64904,19092,18885
64905,18886,18885
64906,19091,18886
64907,18887,18886
64908,24451,18887
64909,18889,18888
64910,18891,18890
64911,18909,18890
64912,18910,18891
64913,18892,18891
64914,18893,18892
64915,18903,18893
64916,18902,18894
64917,18896,18895
64918,18948,18895
64919,18897,18896
64920,18947,18896
64921,18898,18897
64922,27256,18897
64923,18899,18898
64924,18944,18898
64925,18942,18899
64926,18900,18899
64927,18901,18900
64928,18941,18900
64929,27746,18902
64930,18939,18909
64931,18910,18909
64932,18915,18910
64933,18912,18911
64934,18923,18911
64935,18926,18911
64936,18913,18912
64937,18931,18912
64938,18914,18913
64939,18932,18913
64940,18915,18914
64941,18936,18914
64942,18938,18915
64943,18940,18916
64944,18917,18916
64945,18919,18917
64946,18919,18918
64947,18920,18918
64948,18921,18920
64949,18924,18922
64950,18923,18922
64951,18925,18924
64952,18926,18924
64953,18928,18925
64954,18931,18926
64955,18927,18926
64956,18930,18927
64957,18928,18927
64958,18929,18928
64959,18930,18929
64960,18934,18929
64961,18931,18930
64962,18933,18930
64963,18932,18931
64964,18933,18932
64965,18936,18932
64966,18937,18933
64967,18934,18933
64968,18937,18934
64969,18935,18934
64970,18937,18936
64971,18938,18936
64972,18939,18937
64973,18939,18938
64974,18942,18941
64975,18955,18941
64976,18943,18942
64977,18944,18943
64978,18953,18943
64979,18945,18944
64980,18951,18945
64981,18946,18945
64982,18950,18946
64983,18947,18946
64984,18948,18947
64985,18950,18949
64986,24087,18949
64987,18951,18950
64988,18952,18951
64989,24090,18952
64990,18953,18952
64991,18954,18953
64992,18955,18954
64993,24091,18954
64994,28226,18956
64995,18958,18957
64996,19034,18957
64997,18959,18958
64998,19050,18958
64999,19049,18959
65000,18960,18959
65001,18961,18960
65002,19037,18960
65003,19007,18961
65004,18962,18961
65005,19048,18962
65006,18963,18962
65007,19047,18963
65008,18965,18964
65009,18991,18964
65010,18966,18965
65011,18990,18965
65012,18989,18966
65013,18967,18966
65014,18988,18967
65015,18968,18967
65016,18969,18968
65017,18987,18968
65018,18970,18969
65019,18986,18969
65020,19012,18970
65021,18985,18970
65022,18971,18970
65023,18984,18971
65024,18972,18971
65025,18973,18972
65026,19044,18972
65027,18974,18973
65028,18983,18973
65029,18975,18974
65030,19043,18974
65031,18982,18975
65032,18976,18975
65033,19042,18976
65034,18977,18976
65035,18981,18977
65036,18978,18977
65037,18979,18978
65038,19046,18978
65039,19045,18979
65040,18981,18980
65041,18982,18981
65042,19003,18981
65043,18983,18982
65044,19002,18982
65045,18984,18983
65046,19001,18983
65047,19000,18984
65048,18985,18984
65049,18999,18985
65050,18986,18985
65051,18998,18986
65052,18987,18986
65053,18988,18987
65054,18996,18987
65055,18995,18988
65056,18989,18988
65057,18990,18989
65058,18994,18989
65059,18991,18990
65060,18993,18990
65061,18992,18991
65062,18993,18992
65063,19034,18993
65064,18994,18993
65065,19034,18994
65066,18995,18994
65067,18996,18995
65068,19049,18995
65069,18997,18996
65070,18998,18997
65071,19035,18997
65072,18999,18998
65073,19006,18999
65074,19000,18999
65075,19005,19000
65076,19001,19000
65077,19002,19001
65078,19004,19002
65079,19003,19002
65080,19041,19003
65081,19005,19004
65082,19007,19006
65083,19035,19007
65084,19010,19009
65085,19011,19010
65086,19014,19013
65087,19017,19013
65088,19014,19013
65089,19018,19014
65090,19016,19015
65091,19017,19015
65092,19019,19015
65093,19018,19016
65094,19021,19016
65095,19018,19017
65096,19031,19019
65097,19020,19019
65098,19021,19020
65099,19022,19020
65100,19023,19021
65101,19024,19022
65102,19023,19022
65103,19025,19023
65104,19025,19024
65105,19028,19024
65106,19033,19025
65107,19027,19026
65108,19029,19026
65109,19036,19026
65110,19028,19027
65111,19030,19027
65112,19032,19028
65113,19031,19028
65114,19030,19029
65115,19031,19030
65116,19033,19032
65117,19036,19032
65118,19036,19033
65119,19049,19035
65120,19048,19037
65121,19050,19037
65122,19039,19038
65123,19040,19039
65124,19048,19047
65125,19145,19051
65126,19067,19051
65127,19052,19051
65128,19054,19052
65129,24467,19053
65130,19055,19054
65131,19066,19054
65132,19070,19055
65133,19065,19056
65134,19057,19056
65135,19065,19057
65136,19063,19058
65137,19059,19058
65138,27440,19058
65139,19060,19059
65140,19061,19059
65141,19062,19060
65142,19063,19061
65143,19062,19061
65144,27257,19064
65145,19070,19066
65146,19067,19066
65147,19071,19067
65148,19145,19068
65149,19069,19068
65150,19071,19070
65151,24415,19073
65152,19074,19073
65153,20721,19073
65154,19076,19074
65155,19075,19074
65156,19077,19075
65157,19078,19075
65158,19078,19076
65159,24416,19076
65160,20721,19077
65161,19079,19078
65162,24414,19079
65163,19081,19080
65164,24428,19080
65165,19090,19082
65166,19083,19082
65167,19093,19083
65168,19084,19083
65169,19085,19084
65170,19087,19084
65171,19093,19085
65172,19087,19086
65173,19088,19087
65174,19089,19088
65175,19094,19089
65176,19091,19090
65177,19094,19090
65178,19092,19091
65179,24431,19092
65180,24433,19094
65181,27248,19095
65182,27248,19097
65183,28226,19098
65184,27746,19098
65185,19099,19098
65186,28234,19100
65187,19101,19100
65188,27349,19100
65189,27348,19101
65190,27349,19101
65191,19103,19102
65192,26105,19102
65193,19106,19105
65194,24459,19105
65195,19107,19106
65196,24372,19111
65197,19112,19111
65198,23839,19112
65199,19125,19124
65200,19126,19125
65201,19127,19126
65202,21302,19127
65203,19679,19128
65204,27172,19132
65205,21152,19142
65206,24422,19145
65207,19148,19147
65208,19154,19148
65209,19156,19148
65210,19150,19149
65211,19155,19149
65212,25267,19149
65213,25287,19150
65214,19151,19150
65215,25141,19151
65216,19152,19151
65217,25141,19152
65218,19153,19152
65219,19154,19153
65220,25236,19153
65221,19157,19154
65222,19156,19155
65223,25236,19156
65224,19158,19157
65225,19589,19157
65226,25317,19158
65227,19159,19158
65228,19161,19160
65229,25248,19160
65230,19163,19162
65231,19165,19163
65232,19164,19163
65233,19172,19163
65234,25211,19164
65235,19166,19165
65236,19167,19165
65237,20812,19166
65238,19170,19166
65239,19168,19167
65240,19184,19167
65241,19169,19168
65242,25183,19168
65243,19180,19169
65244,19170,19169
65245,20812,19170
65246,19173,19171
65247,19172,19171
65248,25329,19172
65249,19174,19173
65250,25293,19173
65251,19175,19174
65252,25267,19175
65253,20832,19176
65254,19177,19176
65255,19178,19177
65256,25215,19177
65257,19179,19178
65258,20828,19178
65259,19180,19179
65260,19183,19179
65261,19181,19180
65262,19182,19181
65263,20826,19181
65264,25277,19183
65265,19184,19183
65266,25211,19184
65267,19186,19185
65268,19195,19185
65269,19196,19185
65270,19189,19186
65271,21270,19186
65272,19187,19186
65273,21261,19187
65274,19190,19187
65275,19189,19188
65276,19190,19189
65277,21640,19190
65278,19192,19191
65279,19193,19192
65280,21230,19192
65281,21229,19193
65282,19194,19193
65283,19195,19194
65284,21222,19194
65285,21225,19195
65286,21223,19196
65287,27858,19196
65288,19197,19196
65289,21224,19197
65290,19198,19197
65291,21264,19198
65292,19199,19198
65293,19201,19200
65294,19954,19203
65295,19204,19203
65296,19950,19203
65297,22753,19204
65298,22714,19204
65299,22151,19205
65300,19851,19205
65301,19214,19206
65302,19207,19206
65303,21588,19207
65304,19208,19207
65305,21586,19208
65306,19209,19208
65307,19210,19209
65308,21587,19209
65309,21580,19210
65310,19213,19211
65311,19212,19211
65312,19213,19212
65313,21593,19212
65314,19214,19213
65315,21571,19214
65316,27788,19215
65317,19217,19216
65318,27086,19216
65319,19218,19217
65320,27085,19217
65321,19219,19218
65322,27094,19218
65323,19220,19219
65324,26988,19219
65325,26931,19220
65326,19221,19220
65327,26949,19221
65328,19222,19221
65329,27019,19222
65330,19223,19222
65331,26986,19223
65332,19224,19223
65333,19225,19224
65334,21538,19224
65335,19226,19225
65336,27101,19225
65337,27100,19226
65338,23595,19238
65339,20936,19239
65340,20939,19239
65341,19248,19245
65342,19246,19245
65343,19248,19247
65344,19249,19248
65345,19251,19250
65346,22854,19250
65347,27478,19250
65348,19252,19251
65349,22861,19251
65350,22862,19251
65351,19277,19252
65352,19253,19252
65353,19254,19253
65354,19291,19253
65355,21385,19254
65356,19257,19256
65357,19258,19257
65358,19259,19257
65359,25495,19258
65360,19259,19258
65361,19263,19259
65362,19262,19261
65363,25489,19262
65364,19263,19262
65365,19281,19263
65366,19288,19264
65367,22730,19265
65368,19266,19265
65369,19267,19266
65370,22681,19266
65371,22726,19267
65372,19268,19267
65373,19752,19272
65374,19751,19273
65375,21315,19273
65376,19750,19274
65377,22879,19275
65378,19278,19277
65379,22862,19277
65380,19290,19278
65381,19279,19278
65382,22279,19278
65383,19280,19279
65384,25495,19279
65385,25528,19280
65386,19281,19280
65387,25514,19281
65388,19283,19282
65389,25503,19283
65390,19284,19283
65391,25508,19283
65392,19285,19284
65393,22280,19284
65394,25506,19285
65395,19286,19285
65396,22286,19286
65397,19287,19286
65398,25493,19287
65399,25475,19287
65400,19291,19290
65401,22278,19290
65402,21865,19296
65403,21317,19297
65404,21330,19298
65405,21527,19298
65406,21422,19299
65407,21864,19299
65408,21130,19300
65409,21862,19301
65410,22960,19306
65411,22955,19307
65412,22953,19308
65413,19339,19309
65414,19340,19310
65415,19341,19310
65416,23122,19311
65417,23130,19313
65418,23124,19314
65419,23174,19314
65420,22413,19318
65421,19319,19318
65422,22406,19319
65423,19320,19319
65424,19321,19320
65425,19370,19320
65426,22405,19321
65427,19322,19321
65428,19323,19322
65429,22405,19322
65430,19324,19323
65431,22404,19323
65432,22423,19323
65433,19325,19324
65434,22424,19324
65435,19326,19325
65436,22411,19325
65437,19334,19333
65438,19789,19333
65439,19496,19333
65440,19801,19334
65441,19802,19334
65442,27622,19335
65443,19339,19338
65444,22878,19338
65445,19340,19339
65446,22956,19340
65447,27620,19342
65448,26580,19343
65449,22964,19344
65450,19345,19344
65451,26580,19347
65452,21294,19348
65453,20979,19349
65454,19858,19350
65455,19859,19351
65456,19354,19352
65457,19866,19354
65458,19355,19354
65459,19357,19356
65460,19862,19356
65461,19358,19357
65462,19857,19357
65463,19859,19357
65464,19359,19358
65465,19858,19358
65466,19857,19359
65467,19360,19359
65468,19361,19360
65469,20872,19363
65470,27545,19364
65471,19369,19368
65472,22618,19370
65473,19371,19370
65474,22456,19371
65475,19372,19371
65476,22616,19372
65477,19373,19372
65478,22548,19373
65479,19374,19373
65480,19375,19374
65481,22402,19374
65482,19383,19378
65483,26633,19379
65484,19382,19381
65485,19633,19386
65486,26422,19391
65487,26381,19391
65488,19394,19393
65489,19409,19393
65490,19409,19394
65491,19414,19394
65492,19406,19396
65493,19407,19396
65494,19397,19396
65495,19407,19397
65496,19425,19398
65497,19400,19399
65498,19425,19399
65499,19401,19400
65500,19424,19400
65501,19423,19401
65502,19402,19401
65503,19421,19402
65504,19422,19402
65505,19403,19402
65506,19417,19403
65507,19419,19403
65508,19405,19404
65509,19408,19404
65510,19416,19406
65511,19411,19409
65512,19411,19410
65513,19412,19411
65514,19413,19412
65515,19415,19414
65516,19416,19414
65517,19416,19415
65518,19418,19417
65519,19426,19417
65520,19420,19419
65521,19426,19425
65522,19427,19426
65523,19853,19430
65524,19799,19430
65525,26021,19432
65526,19433,19432
65527,26057,19433
65528,19434,19433
65529,26052,19434
65530,19446,19435
65531,26102,19439
65532,21783,19448
65533,23554,19454
65534,23552,19455
65535,21840,19457
65536,21839,19458
65537,26055,19459
65538,19584,19460
65539,19572,19461
65540,26026,19462
65541,26026,19463
65542,26035,19464
65543,26025,19465
65544,26024,19466
65545,26023,19467
65546,26022,19468
65547,26022,19469
65548,25994,19470
65549,25988,19471
65550,25906,19472
65551,25902,19473
65552,25916,19474
65553,25912,19475
65554,22178,19479
65555,19639,19484
65556,19643,19484
65557,19489,19487
65558,19854,19491
65559,19590,19499
65560,19500,19499
65561,19512,19500
65562,19501,19500
65563,19566,19501
65564,19502,19501
65565,19511,19502
65566,19503,19502
65567,19504,19503
65568,19510,19503
65569,19536,19504
65570,19505,19504
65571,19506,19505
65572,19567,19505
65573,19507,19506
65574,19565,19507
65575,19594,19507
65576,19567,19508
65577,19509,19508
65578,19567,19509
65579,19510,19509
65580,19511,19510
65581,19512,19511
65582,19514,19513
65583,19591,19515
65584,19610,19516
65585,19517,19516
65586,19545,19517
65587,19530,19517
65588,19526,19517
65589,19571,19518
65590,19519,19518
65591,19522,19521
65592,19523,19522
65593,19533,19522
65594,19524,19523
65595,19533,19523
65596,19546,19524
65597,19525,19524
65598,19541,19525
65599,19526,19525
65600,19534,19528
65601,19529,19528
65602,19530,19529
65603,19534,19529
65604,19535,19529
65605,19545,19530
65606,19546,19530
65607,19532,19531
65608,19546,19532
65609,19533,19532
65610,19585,19532
65611,19544,19534
65612,19546,19535
65613,19537,19536
65614,19565,19536
65615,19566,19536
65616,19565,19537
65617,19595,19537
65618,19570,19538
65619,19539,19538
65620,19540,19539
65621,19561,19540
65622,19569,19540
65623,22361,19541
65624,19595,19542
65625,19596,19542
65626,19543,19542
65627,19563,19543
65628,19564,19543
65629,19545,19544
65630,19610,19544
65631,19559,19547
65632,19548,19547
65633,19550,19547
65634,19549,19548
65635,19560,19548
65636,19550,19549
65637,19552,19551
65638,19553,19552
65639,25748,19552
65640,25731,19553
65641,19554,19553
65642,25723,19554
65643,19555,19554
65644,25725,19555
65645,19557,19556
65646,19561,19556
65647,19570,19558
65648,19569,19558
65649,19602,19559
65650,19560,19559
65651,19590,19562
65652,19566,19562
65653,19597,19562
65654,19563,19562
65655,19596,19563
65656,19565,19564
65657,19595,19564
65658,19597,19566
65659,19569,19568
65660,26045,19572
65661,19573,19572
65662,19574,19573
65663,26067,19573
65664,26058,19574
65665,19575,19574
65666,26060,19575
65667,19576,19575
65668,19577,19576
65669,26069,19576
65670,19578,19577
65671,26063,19577
65672,19579,19578
65673,26069,19578
65674,26068,19579
65675,19580,19579
65676,19581,19580
65677,26059,19580
65678,26059,19581
65679,19582,19581
65680,19583,19582
65681,26056,19582
65682,19584,19583
65683,26059,19583
65684,26056,19584
65685,19591,19586
65686,25175,19588
65687,19589,19588
65688,19594,19593
65689,19600,19594
65690,19601,19594
65691,19597,19596
65692,19599,19598
65693,19613,19599
65694,25370,19602
65695,19603,19602
65696,25359,19603
65697,19606,19605
65698,19608,19605
65699,19607,19606
65700,19608,19606
65701,19608,19607
65702,22682,19607
65703,19611,19610
65704,19614,19613
65705,19617,19616
65706,19618,19617
65707,23127,19617
65708,19619,19618
65709,19620,19619
65710,23180,19619
65711,19959,19620
65712,19621,19620
65713,24406,19623
65714,24402,19624
65715,21150,19628
65716,21151,19628
65717,25838,19634
65718,19635,19634
65719,25852,19635
65720,19637,19636
65721,25835,19636
65722,19638,19637
65723,25859,19637
65724,25860,19638
65725,19644,19639
65726,28195,19640
65727,28193,19640
65728,19641,19640
65729,28193,19641
65730,19642,19641
65731,20703,19642
65732,27526,19642
65733,27526,19643
65734,26968,19645
65735,26924,19651
65736,28270,19653
65737,20055,19653
65738,28014,19654
